ID	Drinks	Size
43925	*	Fat
43926	Little	*
43927	Lots	Thin
43928	None	Thin
43929	Little	Thin
43930	Little	Fat
43931	*	Fat
43932	None	Thin
43933	None	*
43934	None	Thin
43935	Little	Fat
43936	*	Thin
43937	Little	Fat
43938	Lots	*
43939	Little	*
43940	Lots	Thin
43941	None	Fat
43942	*	*
43943	None	*
43944	None	*
43945	Lots	*
43946	None	*
43947	Lots	*
43948	Little	Fat
43949	Lots	Thin
43950	Lots	Fat
43951	*	*
43952	Lots	Fat
43953	*	*
43954	None	Thin
43955	*	Fat
43956	Lots	Thin
43957	None	Thin
43958	Little	Thin
43959	*	Thin
43960	Little	Fat
43961	*	Fat
43962	Lots	Thin
43963	None	Fat
43964	None	Thin
43965	Lots	Thin
43966	*	Fat
43967	None	Thin
43968	None	Fat
43969	Lots	Thin
43970	None	Thin
43971	Lots	Fat
43972	Little	Fat
43973	Lots	Thin
43974	Little	Fat
43975	*	Thin
43976	None	Thin
43977	*	Thin
43978	Little	*
43979	None	*
43980	Lots	*
43981	Lots	Fat
43982	Lots	Fat
43983	Little	Fat
43984	*	Fat
43985	Little	*
43986	None	Fat
43987	Lots	Thin
43988	Lots	*
43989	Lots	Thin
43990	None	Thin
43991	Lots	Fat
43992	None	*
43993	None	Fat
43994	Lots	Thin
43995	None	Thin
43996	None	Thin
43997	None	Thin
43998	None	Fat
43999	None	Thin
44000	None	Thin
44001	Lots	*
44002	*	Fat
44003	None	Thin
44004	None	Thin
44005	*	Fat
44006	Lots	*
44007	Lots	Thin
44008	*	*
44009	None	Fat
44010	Little	Thin
44011	None	Fat
44012	Lots	Thin
44013	None	*
44014	None	Thin
44015	Lots	Thin
44016	Little	Fat
44017	None	*
44018	None	Fat
44019	Little	Fat
44020	Little	Thin
44021	None	Fat
44022	*	Thin
44023	Little	Thin
44024	None	Fat
44025	Little	Fat
44026	None	Thin
44027	Lots	Thin
44028	None	*
44029	Lots	Fat
44030	*	Thin
44031	None	Fat
44032	Lots	*
44033	Lots	Fat
44034	Lots	*
44035	None	Thin
44036	*	Thin
44037	Little	Thin
44038	Lots	*
44039	None	Thin
44040	Lots	Thin
44041	Little	*
44042	*	*
44043	None	Thin
44044	None	Thin
44045	Little	Fat
44046	Lots	Thin
44047	Lots	Fat
44048	Lots	Thin
44049	*	Thin
44050	Lots	Thin
44051	*	Fat
44052	*	Thin
44053	None	Fat
44054	*	Fat
44055	Little	Fat
44056	Little	Thin
44057	*	Fat
44058	*	Thin
44059	*	Thin
44060	Little	*
44061	Little	*
44062	*	Thin
44063	Little	Fat
44064	None	Thin
44065	None	*
44066	Lots	Thin
44067	*	*
44068	Lots	Thin
44069	Lots	Fat
44070	Little	Fat
44071	Little	Fat
44072	Lots	Thin
44073	Lots	Fat
44074	Lots	Thin
44075	None	Fat
44076	Little	Thin
44077	Little	Thin
44078	Lots	Thin
44079	None	Fat
44080	Little	Thin
44081	Little	*
44082	None	Fat
44083	Lots	Thin
44084	Lots	Fat
44085	None	Thin
44086	Lots	Thin
44087	*	Fat
44088	Little	Fat
44089	Little	Fat
44090	Lots	Thin
44091	Little	Fat
44092	*	Thin
44093	Lots	Thin
44094	Lots	Fat
44095	Lots	Thin
44096	None	Thin
44097	None	Fat
44098	*	Fat
44099	None	Fat
44100	*	Thin
44101	None	Fat
44102	Little	Fat
44103	Little	Fat
44104	None	Fat
44105	Lots	*
44106	*	Thin
44107	*	Fat
44108	*	Thin
44109	None	*
44110	Lots	Fat
44111	Little	Fat
44112	Lots	Fat
44113	Lots	Fat
44114	None	Thin
44115	*	Thin
44116	None	Thin
44117	Lots	Fat
44118	*	Thin
44119	None	Thin
44120	None	*
44121	*	Thin
44122	Lots	Thin
44123	*	*
44124	None	*
44125	None	*
44126	*	Fat
44127	Lots	Thin
44128	*	*
44129	Little	Thin
44130	Little	Fat
44131	*	*
44132	None	Thin
44133	None	Thin
44134	None	Thin
44135	*	Fat
44136	Little	*
44137	Little	Thin
44138	None	Fat
44139	Lots	Thin
44140	None	*
44141	Lots	Thin
44142	*	Fat
44143	Little	Fat
44144	None	*
44145	*	*
44146	Little	Thin
44147	*	*
44148	Little	Thin
44149	None	Thin
44150	*	Fat
44151	*	Fat
44152	None	*
44153	Little	Fat
44154	Little	Fat
44155	None	Thin
44156	Lots	Thin
44157	*	Fat
44158	Little	Thin
44159	Little	Thin
44160	*	Thin
44161	None	Thin
44162	None	*
44163	None	Fat
44164	None	Thin
44165	None	Fat
44166	None	Thin
44167	None	Fat
44168	None	*
44169	None	Thin
44170	Lots	*
44171	Little	Fat
44172	*	Thin
44173	None	Fat
44174	None	Fat
44175	Little	Fat
44176	Lots	*
44177	*	Fat
44178	Little	Thin
44179	Lots	Thin
44180	Little	Fat
44181	Lots	Thin
44182	Lots	*
44183	None	Fat
44184	Lots	Fat
44185	Lots	Thin
44186	*	Fat
44187	None	*
44188	None	Thin
44189	None	Thin
44190	Lots	Fat
44191	None	Thin
44192	None	Fat
44193	Little	Thin
44194	*	Thin
44195	Lots	*
44196	Lots	Thin
44197	Lots	Fat
44198	None	Fat
44199	None	Thin
44200	Lots	Thin
44201	*	Thin
44202	Little	*
44203	None	*
44204	Lots	Thin
44205	Little	Thin
44206	Lots	Thin
44207	None	Fat
44208	None	*
44209	None	Thin
44210	*	Thin
44211	*	Fat
44212	*	Thin
44213	Little	Thin
44214	*	Thin
44215	None	Thin
44216	Little	*
44217	Little	Fat
44218	Lots	*
44219	Lots	Thin
44220	None	Fat
44221	Lots	*
44222	Lots	Thin
44223	Lots	Thin
44224	Lots	Thin
44225	Little	Fat
44226	Little	Fat
44227	None	Fat
44228	Little	Thin
44229	Lots	Thin
44230	Little	Fat
44231	Lots	*
44232	Little	Thin
44233	*	Fat
44234	*	*
44235	None	Thin
44236	None	Thin
44237	*	Thin
44238	Little	Fat
44239	Lots	Thin
44240	None	Thin
44241	Little	Fat
44242	Little	*
44243	Little	Thin
44244	*	Fat
44245	Lots	Fat
44246	None	Thin
44247	None	*
44248	None	*
44249	Lots	Thin
44250	*	*
44251	Lots	Fat
44252	None	Fat
44253	Little	Fat
44254	Lots	Thin
44255	None	*
44256	*	Fat
44257	*	Fat
44258	*	Thin
44259	None	Fat
44260	Little	Thin
44261	Little	Thin
44262	Little	Thin
44263	Little	*
44264	None	*
44265	Lots	Fat
44266	None	Fat
44267	None	Fat
44268	*	Thin
44269	None	*
44270	None	Fat
44271	*	*
44272	None	*
44273	None	Thin
44274	*	*
44275	Lots	Thin
44276	Little	Fat
44277	Little	Fat
44278	Lots	Thin
44279	Lots	Thin
44280	Lots	Fat
44281	None	Thin
44282	Little	Fat
44283	None	Thin
44284	Lots	Fat
44285	*	Thin
44286	*	Thin
44287	Little	Thin
44288	*	Thin
44289	Lots	Thin
44290	Lots	Thin
44291	Lots	Thin
44292	Little	Fat
44293	*	Thin
44294	Lots	Thin
44295	None	Thin
44296	None	*
44297	Lots	Thin
44298	*	Fat
44299	*	Fat
44300	Little	*
44301	Lots	Thin
44302	Little	Thin
44303	None	Thin
44304	None	Fat
44305	Lots	Fat
44306	Little	Thin
44307	Lots	Thin
44308	Little	Fat
44309	*	Thin
44310	Little	*
44311	Little	*
44312	None	Thin
44313	Little	Thin
44314	*	Thin
44315	Lots	Thin
44316	Lots	Thin
44317	*	Fat
44318	None	Thin
44319	Little	Thin
44320	None	Thin
44321	Little	*
44322	Lots	Fat
44323	Lots	Thin
44324	Little	Fat
44325	None	Fat
44326	Little	Fat
44327	Little	Thin
44328	Little	*
44329	Lots	*
44330	Little	*
44331	*	Thin
44332	Lots	*
44333	None	Fat
44334	None	Thin
44335	None	Thin
44336	Lots	Thin
44337	Little	Fat
44338	Lots	Thin
44339	None	Thin
44340	None	Fat
44341	None	*
44342	*	Thin
44343	Lots	*
44344	None	*
44345	None	Fat
44346	None	Fat
44347	None	*
44348	Little	*
44349	None	*
44350	None	Fat
44351	Lots	Fat
44352	Lots	Thin
44353	None	Thin
44354	Little	Thin
44355	Lots	Thin
44356	Lots	Thin
44357	*	Fat
44358	Lots	Fat
44359	Lots	Thin
44360	Lots	Thin
44361	Lots	Thin
44362	Lots	Fat
44363	Little	*
44364	Lots	Thin
44365	Lots	*
44366	None	Thin
44367	None	Fat
44368	None	Fat
44369	None	Fat
44370	*	*
44371	Little	Thin
44372	Lots	Thin
44373	Little	*
44374	Lots	Fat
44375	None	Fat
44376	Little	*
44377	*	Fat
44378	*	Thin
44379	Little	Fat
44380	Little	*
44381	None	Fat
44382	Little	Thin
44383	None	Thin
44384	*	*
44385	None	Fat
44386	Lots	Fat
44387	Little	Fat
44388	Lots	Fat
44389	None	*
44390	Lots	Thin
44391	Little	Fat
44392	Little	Thin
44393	Little	Fat
44394	Little	Fat
44395	Lots	Thin
44396	Lots	Thin
44397	Lots	Thin
44398	Little	Fat
44399	*	Thin
44400	Little	*
44401	Little	Thin
44402	Little	*
44403	*	Thin
44404	Little	Fat
44405	Little	Thin
44406	Lots	Thin
44407	Lots	Fat
44408	None	Thin
44409	Lots	Fat
44410	None	Fat
44411	Little	Thin
44412	Little	Fat
44413	None	Fat
44414	Lots	Thin
44415	Little	Fat
44416	Little	*
44417	Lots	Thin
44418	Little	Thin
44419	Lots	Thin
44420	None	Fat
44421	None	Thin
44422	Lots	Fat
44423	Little	Thin
44424	*	Thin
44425	Little	Fat
44426	None	Fat
44427	Little	Thin
44428	Lots	*
44429	None	Thin
44430	Little	Fat
44431	Little	Fat
44432	None	Thin
44433	*	Fat
44434	*	*
44435	Little	Fat
44436	None	*
44437	Lots	*
44438	*	*
44439	None	Thin
44440	Lots	Thin
44441	Lots	Fat
44442	Little	Fat
44443	Lots	Thin
44444	Lots	Thin
44445	*	Fat
44446	Little	*
44447	Lots	Thin
44448	Little	*
44449	Lots	*
44450	Lots	Thin
44451	None	Fat
44452	None	*
44453	*	Thin
44454	Little	Fat
44455	*	Thin
44456	None	Fat
44457	Lots	Thin
44458	Little	Fat
44459	None	*
44460	None	Thin
44461	Lots	Fat
44462	*	Fat
44463	Lots	Fat
44464	None	Thin
44465	Little	Thin
44466	Lots	Fat
44467	Lots	Fat
44468	Lots	Fat
44469	Little	Fat
44470	Lots	*
44471	None	Thin
44472	Little	*
44473	None	Thin
44474	Little	*
44475	Lots	Fat
44476	*	Thin
44477	Lots	Fat
44478	None	Thin
44479	*	Thin
44480	*	*
44481	Lots	Thin
44482	Lots	Thin
44483	*	Thin
44484	None	Thin
44485	None	Thin
44486	*	Thin
44487	Lots	Thin
44488	None	Fat
44489	Little	Thin
44490	Lots	Thin
44491	None	*
44492	Lots	Thin
44493	None	*
44494	Lots	Thin
44495	None	Fat
44496	Little	Thin
44497	Little	Thin
44498	Little	Fat
44499	None	Thin
44500	*	Thin
44501	*	Fat
44502	Lots	*
44503	Lots	*
44504	Little	Thin
44505	Lots	Thin
44506	Little	Thin
44507	Little	Fat
44508	*	Thin
44509	None	Thin
44510	None	*
44511	None	Thin
44512	Little	Fat
44513	Lots	Thin
44514	None	Thin
44515	None	Fat
44516	*	Thin
44517	*	Fat
44518	None	Fat
44519	None	Fat
44520	Little	Thin
44521	*	Thin
44522	Lots	*
44523	None	Fat
44524	*	Thin
44525	*	*
44526	*	Thin
44527	None	Fat
44528	None	*
44529	None	Fat
44530	None	Fat
44531	*	*
44532	Little	Fat
44533	None	Thin
44534	Lots	Thin
44535	*	Thin
44536	None	Thin
44537	Little	Fat
44538	None	Thin
44539	None	Fat
44540	Little	Fat
44541	None	Fat
44542	*	Fat
44543	*	*
44544	Lots	Thin
44545	None	Thin
44546	Lots	Thin
44547	*	*
44548	Lots	Thin
44549	*	Fat
44550	*	Fat
44551	Little	Fat
44552	None	Fat
44553	*	Fat
44554	*	Thin
44555	None	Thin
44556	Lots	Fat
44557	Lots	Fat
44558	*	Thin
44559	*	Thin
44560	Little	*
44561	None	Fat
44562	Little	Fat
44563	None	Thin
44564	None	*
44565	None	Fat
44566	Lots	Thin
44567	Little	Fat
44568	None	Fat
44569	Little	Thin
44570	Lots	Thin
44571	Lots	Thin
44572	*	*
44573	Lots	Fat
44574	Little	Fat
44575	*	Thin
44576	Lots	*
44577	Little	Fat
44578	*	Thin
44579	Little	Thin
44580	Little	*
44581	Lots	Thin
44582	*	*
44583	Little	*
44584	Little	Thin
44585	Little	Thin
44586	None	Fat
44587	Lots	Fat
44588	Lots	Thin
44589	None	Fat
44590	Little	Thin
44591	None	Thin
44592	Lots	Thin
44593	*	*
44594	*	Thin
44595	*	Thin
44596	*	Thin
44597	Lots	Fat
44598	*	*
44599	None	Fat
44600	Little	Fat
44601	None	Fat
44602	Lots	Fat
44603	Lots	Thin
44604	*	*
44605	Little	Fat
44606	Lots	Thin
44607	None	Thin
44608	Lots	Thin
44609	Little	Fat
44610	*	Thin
44611	None	Thin
44612	Lots	Thin
44613	Little	Thin
44614	*	Thin
44615	Lots	Fat
44616	None	*
44617	Lots	Thin
44618	None	Fat
44619	Lots	Thin
44620	Lots	Fat
44621	Little	Thin
44622	Lots	Thin
44623	Lots	Fat
44624	*	Thin
44625	*	Thin
44626	None	Fat
44627	None	Fat
44628	*	Thin
44629	None	*
44630	Little	Thin
44631	None	Thin
44632	Lots	Fat
44633	Lots	*
44634	*	Thin
44635	None	Thin
44636	Lots	Fat
44637	Little	Thin
44638	Lots	Fat
44639	Lots	Fat
44640	*	Thin
44641	Little	Fat
44642	None	Fat
44643	None	Thin
44644	Little	Fat
44645	Little	Fat
44646	Lots	*
44647	*	Fat
44648	*	Fat
44649	*	Thin
44650	*	*
44651	Little	Thin
44652	None	Thin
44653	Lots	Fat
44654	*	Thin
44655	None	Thin
44656	*	*
44657	Little	Fat
44658	None	Fat
44659	None	Fat
44660	*	*
44661	Little	Fat
44662	Little	Fat
44663	Little	Fat
44664	Lots	*
44665	*	Thin
44666	Little	Fat
44667	None	*
44668	Lots	Thin
44669	None	*
44670	Little	Thin
44671	None	Fat
44672	Lots	Thin
44673	Lots	Thin
44674	Lots	Thin
44675	None	Thin
44676	Little	Fat
44677	*	Fat
44678	Lots	Fat
44679	Little	Fat
44680	Lots	Fat
44681	Lots	Fat
44682	Lots	*
44683	Lots	Fat
44684	Lots	Thin
44685	Little	*
44686	Little	*
44687	Lots	Thin
44688	Lots	Fat
44689	Little	Fat
44690	None	*
44691	Little	*
44692	None	Thin
44693	*	*
44694	None	Thin
44695	None	Thin
44696	*	Thin
44697	*	Fat
44698	None	Fat
44699	Lots	Thin
44700	Lots	*
44701	*	Thin
44702	Little	Fat
44703	None	Thin
44704	*	Thin
44705	Lots	*
44706	Lots	Fat
44707	None	Fat
44708	None	*
44709	Lots	Thin
44710	Lots	Thin
44711	Little	Thin
44712	Lots	*
44713	Lots	Thin
44714	Lots	*
44715	*	*
44716	None	Thin
44717	Little	*
44718	Little	Fat
44719	*	Fat
44720	None	Thin
44721	*	Thin
44722	Lots	Thin
44723	Little	Thin
44724	Lots	*
44725	Lots	Thin
44726	Lots	*
44727	*	Thin
44728	Lots	Thin
44729	None	Thin
44730	Little	Fat
44731	*	*
44732	None	Fat
44733	Little	Fat
44734	*	Thin
44735	None	Fat
44736	Little	Fat
44737	Lots	Thin
44738	Lots	Thin
44739	None	Thin
44740	None	Thin
44741	None	Thin
44742	Lots	Fat
44743	Lots	Thin
44744	Lots	Thin
44745	None	*
44746	Little	Fat
44747	Lots	*
44748	Little	*
44749	*	Fat
44750	Little	Thin
44751	Lots	Fat
44752	Little	Fat
44753	*	Fat
44754	*	Thin
44755	Lots	Thin
44756	Lots	Fat
44757	Lots	Fat
44758	Lots	Thin
44759	*	Thin
44760	Little	Fat
44761	Little	Thin
44762	None	*
44763	Lots	Thin
44764	Lots	Fat
44765	Lots	Thin
44766	Little	*
44767	Lots	*
44768	None	Thin
44769	Lots	Thin
44770	None	Thin
44771	Lots	*
44772	*	Fat
44773	None	Thin
44774	None	Thin
44775	Lots	Thin
44776	*	Thin
44777	*	*
44778	*	Thin
44779	*	Fat
44780	Little	Thin
44781	Little	Fat
44782	None	*
44783	*	Thin
44784	None	Thin
44785	Little	*
44786	Little	*
44787	*	Fat
44788	Little	Thin
44789	Little	Thin
44790	Lots	*
44791	Little	Fat
44792	None	*
44793	Little	Thin
44794	Lots	Fat
44795	*	*
44796	None	Fat
44797	None	Thin
44798	Little	Thin
44799	Little	Fat
44800	Little	*
44801	Lots	Fat
44802	Little	Thin
44803	Lots	Thin
44804	Little	Thin
44805	Lots	Thin
44806	*	Thin
44807	None	Thin
44808	None	Thin
44809	Lots	Fat
44810	*	*
44811	Little	Thin
44812	None	Thin
44813	*	*
44814	None	*
44815	None	Fat
44816	Lots	Fat
44817	Little	*
44818	Little	Fat
44819	None	*
44820	None	Fat
44821	Lots	Thin
44822	*	Thin
44823	Little	Fat
44824	None	Thin
44825	*	*
44826	Lots	Thin
44827	Little	Fat
44828	*	Fat
44829	None	Thin
44830	None	Thin
44831	None	Fat
44832	Little	Fat
44833	Little	Fat
44834	Little	Fat
44835	Lots	Thin
44836	Lots	Thin
44837	Lots	Fat
44838	None	Thin
44839	None	Fat
44840	Little	Fat
44841	*	Thin
44842	Little	Fat
44843	None	Thin
44844	Little	Fat
44845	Little	Fat
44846	Little	Fat
44847	None	Fat
44848	None	Thin
44849	*	*
44850	Little	Thin
44851	Lots	Thin
44852	*	Fat
44853	None	Fat
44854	None	Fat
44855	Lots	Thin
44856	Lots	*
44857	Little	*
44858	None	Thin
44859	*	Thin
44860	*	Thin
44861	*	Fat
44862	Lots	Fat
44863	None	Thin
44864	*	Thin
44865	None	Thin
44866	*	Fat
44867	None	Fat
44868	Little	*
44869	Little	Thin
44870	*	Fat
44871	Little	Thin
44872	*	Thin
44873	Little	Fat
44874	Lots	Fat
44875	None	*
44876	Lots	*
44877	Lots	Thin
44878	*	Thin
44879	None	Thin
44880	None	Thin
44881	*	*
44882	Lots	Thin
44883	Little	Fat
44884	Little	*
44885	None	Thin
44886	Little	Thin
44887	Lots	Thin
44888	*	*
44889	None	Thin
44890	Lots	Fat
44891	Lots	*
44892	None	Thin
44893	Little	*
44894	None	Fat
44895	None	Thin
44896	Little	Thin
44897	None	*
44898	Little	*
44899	None	Fat
44900	*	Thin
44901	Little	*
44902	None	*
44903	None	Fat
44904	Little	*
44905	Lots	*
44906	Lots	Fat
44907	*	Thin
44908	None	Fat
44909	None	*
44910	None	Thin
44911	None	Fat
44912	Little	Thin
44913	None	Thin
44914	None	Fat
44915	Lots	Thin
44916	Little	Fat
44917	None	Thin
44918	*	Thin
44919	Little	Fat
44920	Little	Fat
44921	*	Thin
44922	None	Thin
44923	Lots	Thin
44924	*	Thin
44925	Lots	Thin
44926	Lots	Thin
44927	Little	*
44928	None	Thin
44929	*	Fat
44930	None	*
44931	Little	Thin
44932	*	*
44933	*	Thin
44934	None	*
44935	*	*
44936	None	Fat
44937	Lots	Thin
44938	*	Thin
44939	Lots	Fat
44940	Lots	Fat
44941	Lots	Fat
44942	Lots	Fat
44943	Little	Fat
44944	None	Thin
44945	Lots	Thin
44946	Lots	Thin
44947	*	Thin
44948	*	Fat
44949	None	Thin
44950	None	Fat
44951	None	Fat
44952	Lots	Thin
44953	None	Thin
44954	None	Thin
44955	Little	Thin
44956	Lots	Thin
44957	None	Fat
44958	None	Thin
44959	Little	Thin
44960	Lots	Fat
44961	Lots	*
44962	None	Thin
44963	Little	Fat
44964	Little	*
44965	Lots	Thin
44966	Lots	Thin
44967	*	Thin
44968	None	Thin
44969	None	Thin
44970	None	Thin
44971	None	Fat
44972	Little	Fat
44973	Little	Fat
44974	*	Thin
44975	None	Thin
44976	Little	*
44977	Lots	Thin
44978	Lots	Fat
44979	None	Fat
44980	Little	Fat
44981	Little	*
44982	Lots	Thin
44983	None	Thin
44984	Little	Fat
44985	None	Thin
44986	None	Thin
44987	Lots	*
44988	Little	Thin
44989	Little	Thin
44990	*	Thin
44991	Lots	Thin
44992	None	Fat
44993	Lots	*
44994	Little	*
44995	Little	Thin
44996	Little	Thin
44997	Lots	Fat
44998	Little	Thin
44999	Little	Thin
45000	*	Thin
45001	Little	Thin
45002	*	Thin
45003	Lots	Fat
45004	None	*
45005	Little	Fat
45006	*	Fat
45007	Lots	*
45008	None	Thin
45009	None	Thin
45010	Lots	Fat
45011	None	Thin
45012	*	Fat
45013	None	Thin
45014	*	Fat
45015	Little	Thin
45016	*	Thin
45017	None	Thin
45018	*	*
45019	Lots	Thin
45020	Lots	*
45021	None	Fat
45022	Lots	Thin
45023	None	Fat
45024	Lots	Thin
45025	None	Thin
45026	None	*
45027	Lots	Fat
45028	Lots	Fat
45029	None	Thin
45030	None	Thin
45031	Little	*
45032	Little	Fat
45033	*	Fat
45034	None	*
45035	None	Fat
45036	Little	Fat
45037	Lots	Thin
45038	Little	Fat
45039	None	*
45040	Lots	Thin
45041	Lots	Thin
45042	None	Fat
45043	None	*
45044	Little	Thin
45045	*	Fat
45046	Lots	Thin
45047	None	*
45048	Lots	*
45049	Little	Thin
45050	*	Thin
45051	Little	Thin
45052	*	Thin
45053	Lots	*
45054	Little	Thin
45055	None	Fat
45056	Little	*
45057	Little	Fat
45058	Lots	Thin
45059	*	*
45060	Little	Thin
45061	Little	Thin
45062	Little	Fat
45063	Little	Fat
45064	None	Thin
45065	None	Fat
45066	None	*
45067	Little	Thin
45068	*	Thin
45069	Little	Fat
45070	Little	*
45071	None	Thin
45072	None	*
45073	Little	*
45074	Little	*
45075	Lots	*
45076	Little	*
45077	None	*
45078	None	Thin
45079	*	Thin
45080	Lots	*
45081	None	Fat
45082	Little	Thin
45083	None	Fat
45084	Little	Fat
45085	None	Thin
45086	Little	Fat
45087	*	Fat
45088	Lots	Fat
45089	Little	Fat
45090	Little	Fat
45091	None	Fat
45092	None	Fat
45093	None	Thin
45094	Little	*
45095	Little	Fat
45096	Lots	*
45097	Little	*
45098	*	Thin
45099	Lots	Thin
45100	Little	Fat
45101	Little	Fat
45102	None	Fat
45103	*	Thin
45104	Little	Thin
45105	Lots	Thin
45106	Little	Fat
45107	Lots	Thin
45108	None	Thin
45109	None	Thin
45110	None	Thin
45111	None	*
45112	Lots	Thin
45113	Lots	*
45114	*	Thin
45115	*	Thin
45116	None	Thin
45117	*	Thin
45118	*	*
45119	Lots	Thin
45120	Little	Thin
45121	*	Thin
45122	None	*
45123	Little	Thin
45124	*	Fat
45125	*	*
45126	Lots	Thin
45127	None	Fat
45128	*	Fat
45129	None	*
45130	Little	Fat
45131	Little	Thin
45132	Little	Thin
45133	None	Fat
45134	*	Thin
45135	*	*
45136	Little	Thin
45137	None	Thin
45138	None	Thin
45139	*	*
45140	Little	Thin
45141	None	Thin
45142	None	Fat
45143	Little	*
45144	*	Thin
45145	None	Thin
45146	*	Thin
45147	None	Thin
45148	None	Fat
45149	None	Thin
45150	Little	Fat
45151	Lots	Fat
45152	Little	Fat
45153	Lots	Thin
45154	None	Thin
45155	Lots	Thin
45156	*	Fat
45157	None	*
45158	None	Fat
45159	*	Fat
45160	Lots	Fat
45161	None	Thin
45162	Little	Thin
45163	Lots	*
45164	Lots	Thin
45165	Lots	*
45166	Little	Fat
45167	None	Thin
45168	None	Thin
45169	*	*
45170	None	Thin
45171	None	Thin
45172	None	Thin
45173	Little	Fat
45174	Lots	Thin
45175	*	Fat
45176	*	Fat
45177	Little	Fat
45178	Little	Fat
45179	None	Fat
45180	Lots	Thin
45181	Lots	Thin
45182	Little	*
45183	Little	Fat
45184	Little	*
45185	Little	Thin
45186	*	Fat
45187	Little	Thin
45188	None	Fat
45189	Lots	Thin
45190	*	Fat
45191	Little	*
45192	Lots	Thin
45193	Little	Thin
45194	None	Thin
45195	Lots	*
45196	Lots	Fat
45197	Lots	Fat
45198	Lots	Thin
45199	None	Fat
45200	Little	Fat
45201	Lots	Thin
45202	Lots	*
45203	None	Fat
45204	Little	Fat
45205	*	Thin
45206	*	Thin
45207	Lots	Thin
45208	None	Thin
45209	Lots	Thin
45210	Lots	Thin
45211	Lots	Fat
45212	Lots	*
45213	Lots	Thin
45214	*	Thin
45215	Little	Thin
45216	*	Fat
45217	Lots	*
45218	None	Thin
45219	Little	*
45220	Little	Fat
45221	Little	Thin
45222	None	Thin
45223	Lots	Fat
45224	None	Fat
45225	Lots	*
45226	Lots	Thin
45227	None	*
45228	Lots	Thin
45229	*	Fat
45230	*	Thin
45231	Lots	Fat
45232	Little	Thin
45233	None	Thin
45234	Little	Thin
45235	Little	*
45236	None	Thin
45237	None	*
45238	*	*
45239	None	Thin
45240	Little	*
45241	*	Fat
45242	None	Thin
45243	Lots	Thin
45244	Lots	Fat
45245	Lots	Fat
45246	Little	*
45247	Lots	Thin
45248	None	Thin
45249	*	Thin
45250	*	Fat
45251	Lots	Fat
45252	None	Fat
45253	Little	Thin
45254	*	Fat
45255	None	Fat
45256	Lots	Thin
45257	*	Thin
45258	Little	Fat
45259	Little	Fat
45260	Lots	Thin
45261	Lots	Thin
45262	*	Fat
45263	Lots	Fat
45264	*	Thin
45265	Little	Fat
45266	Lots	Fat
45267	None	Thin
45268	Lots	Fat
45269	*	Thin
45270	Lots	Thin
45271	Little	Fat
45272	Lots	Fat
45273	Lots	Thin
45274	Lots	Thin
45275	None	Fat
45276	None	*
45277	*	Fat
45278	None	Thin
45279	Lots	Thin
45280	Lots	Fat
45281	None	Fat
45282	Little	*
45283	Lots	Thin
45284	Lots	Thin
45285	Lots	Thin
45286	Little	Thin
45287	None	Fat
45288	*	Thin
45289	None	Fat
45290	Little	Fat
45291	Little	Thin
45292	Lots	Thin
45293	Lots	Thin
45294	Little	Thin
45295	Little	Fat
45296	None	Thin
45297	Lots	Thin
45298	None	Thin
45299	None	Thin
45300	None	Thin
45301	Little	Thin
45302	Little	Thin
45303	Lots	Thin
45304	Little	Fat
45305	Lots	Thin
45306	None	Fat
45307	*	Fat
45308	*	Fat
45309	None	Thin
45310	Lots	Fat
45311	Lots	Thin
45312	None	Fat
45313	Little	*
45314	*	Thin
45315	None	*
45316	*	Fat
45317	*	*
45318	None	Thin
45319	None	Fat
45320	None	Thin
45321	Little	Fat
45322	None	Fat
45323	None	Fat
45324	*	Thin
45325	Little	Fat
45326	*	Thin
45327	None	Fat
45328	Little	Fat
45329	Little	Fat
45330	None	Thin
45331	None	Thin
45332	Lots	Fat
45333	Little	Fat
45334	*	*
45335	Little	*
45336	None	Thin
45337	Lots	Thin
45338	Lots	Fat
45339	Little	Thin
45340	Lots	Thin
45341	*	*
45342	None	Thin
45343	None	Thin
45344	*	Fat
45345	None	Thin
45346	*	Thin
45347	Lots	Thin
45348	Lots	Fat
45349	None	*
45350	Little	Thin
45351	Little	*
45352	Little	Thin
45353	None	Thin
45354	Lots	Thin
45355	Little	Thin
45356	Lots	Fat
45357	Lots	*
45358	None	Fat
45359	Little	Fat
45360	None	Thin
45361	None	*
45362	None	Thin
45363	Lots	Thin
45364	None	Fat
45365	*	Fat
45366	None	Thin
45367	*	Thin
45368	Little	Fat
45369	None	Fat
45370	None	Fat
45371	Little	*
45372	Lots	Thin
45373	None	Thin
45374	Little	Thin
45375	Lots	Thin
45376	Little	Fat
45377	Lots	Thin
45378	Little	Fat
45379	Little	Fat
45380	None	Fat
45381	Lots	Thin
45382	Lots	Thin
45383	None	Thin
45384	Lots	Thin
45385	None	*
45386	Little	Thin
45387	Lots	Thin
45388	Lots	Fat
45389	Little	*
45390	None	*
45391	None	*
45392	Little	Fat
45393	Little	Thin
45394	*	Thin
45395	Lots	Fat
45396	None	Thin
45397	None	Thin
45398	None	Fat
45399	None	Thin
45400	Little	Fat
45401	None	*
45402	None	Fat
45403	Little	Fat
45404	None	*
45405	*	Fat
45406	Lots	*
45407	Little	Thin
45408	Little	*
45409	Little	*
45410	None	Fat
45411	None	Fat
45412	None	Thin
